Div,Date,home_away,team,score,opp_score,Pts,win,goal_diff,points_running,gd_running,wins_running,match_count
MLS,30/06/2022,Home,Seattle Sounders,1,2,0,0,-1,23,5,7,16
MLS,30/06/2022,Away,CF Montreal,2,1,3,1,1,29,3,9,17
MLS,30/06/2022,Home,Los Angeles FC,3,1,3,1,2,36,17,11,17
MLS,30/06/2022,Away,FC Dallas,1,3,0,0,-2,26,7,7,17
MLS,30/06/2022,Home,Los Angeles Galaxy,2,3,0,0,-1,24,1,7,16
MLS,30/06/2022,Away,Minnesota United,3,2,3,1,1,21,-1,6,17
MLS,30/06/2022,Home,Portland Timbers,2,1,3,1,1,22,0,5,18
MLS,30/06/2022,Away,Houston Dynamo,1,2,0,0,-1,21,0,6,17
MLS,01/07/2022,Home,Charlotte,0,1,0,0,-1,20,-5,6,18
MLS,01/07/2022,Away,Austin FC,1,0,3,1,1,31,12,9,17
MLS,01/07/2022,Home,New York Red Bulls,2,1,3,1,1,29,8,8,18
MLS,01/07/2022,Away,Atlanta Utd,1,2,0,0,-1,19,0,5,16
MLS,03/07/2022,Home,Toronto FC,0,2,0,0,-2,18,-10,5,18
MLS,03/07/2022,Away,Seattle Sounders,2,0,3,1,2,26,7,8,17
MLS,03/07/2022,Home,Vancouver Whitecaps,1,0,3,1,1,24,-9,7,18
MLS,03/07/2022,Away,Los Angeles FC,0,1,0,0,-1,36,16,11,18
MLS,03/07/2022,Home,New York City,2,2,1,0,0,29,14,8,17
MLS,03/07/2022,Away,Atlanta Utd,2,2,1,0,0,20,0,5,17
MLS,04/07/2022,Home,Columbus Crew,0,0,1,0,0,22,2,5,17
MLS,04/07/2022,Away,Philadelphia Union,0,0,1,0,0,30,9,7,18
MLS,04/07/2022,Home,New England Revolution,2,2,1,0,0,25,1,6,18
MLS,04/07/2022,Away,FC Cincinnati,2,2,1,0,0,25,-3,7,18
MLS,04/07/2022,Home,Minnesota United,3,2,3,1,1,24,0,7,18
MLS,04/07/2022,Away,Real Salt Lake,2,3,0,0,-1,29,0,8,18
MLS,04/07/2022,Home,Sporting Kansas City,0,1,0,0,-1,16,-17,4,19
MLS,04/07/2022,Away,New York Red Bulls,1,0,3,1,1,32,9,9,19
MLS,04/07/2022,Home,Houston Dynamo,1,2,0,0,-1,21,-1,6,18
MLS,04/07/2022,Away,Charlotte,2,1,3,1,1,23,-4,7,19
MLS,04/07/2022,Home,Nashville SC,2,2,1,0,0,27,3,7,18
MLS,04/07/2022,Away,Portland Timbers,2,2,1,0,0,23,0,5,19
MLS,04/07/2022,Home,San Jose Earthquakes,2,1,3,1,1,18,-8,4,17
MLS,04/07/2022,Away,Chicago Fire,1,2,0,0,-1,17,-8,4,18
MLS,05/07/2022,Home,Orlando City,3,5,0,0,-2,25,-5,7,18
MLS,05/07/2022,Away,DC United,5,3,3,1,2,17,-7,5,16
MLS,05/07/2022,Home,Colorado Rapids,2,3,0,0,-1,19,-5,5,17
MLS,05/07/2022,Away,Austin FC,3,2,3,1,1,34,13,10,18
MLS,05/07/2022,Home,FC Dallas,1,1,1,0,0,27,7,7,18
MLS,05/07/2022,Away,Inter Miami,1,1,1,0,0,22,-8,6,17
MLS,05/07/2022,Home,Los Angeles Galaxy,4,0,3,1,4,27,5,8,17
MLS,05/07/2022,Away,CF Montreal,0,4,0,0,-4,29,-1,9,18
MLS,09/07/2022,Home,Philadelphia Union,7,0,3,1,7,33,16,8,19
MLS,09/07/2022,Away,DC United,0,7,0,0,-7,17,-14,5,17
MLS,09/07/2022,Home,Los Angeles FC,3,2,3,1,1,39,17,12,19
MLS,09/07/2022,Away,Los Angeles Galaxy,2,3,0,0,-1,27,4,8,18
MLS,09/07/2022,Home,Vancouver Whitecaps,1,3,0,0,-2,24,-11,7,19
MLS,09/07/2022,Away,Minnesota United,3,1,3,1,2,27,2,8,19
MLS,09/07/2022,Home,New York City,4,2,3,1,2,32,16,9,18
MLS,09/07/2022,Away,New England Revolution,2,4,0,0,-2,25,-1,6,19
MLS,09/07/2022,Home,Seattle Sounders,0,3,0,0,-3,26,4,8,18
MLS,09/07/2022,Away,Portland Timbers,3,0,3,1,3,26,3,6,20
MLS,10/07/2022,Home,Atlanta Utd,0,3,0,0,-3,20,-3,5,18
MLS,10/07/2022,Away,Austin FC,3,0,3,1,3,37,16,11,19
MLS,10/07/2022,Home,CF Montreal,1,2,0,0,-1,29,-2,9,19
MLS,10/07/2022,Away,Sporting Kansas City,2,1,3,1,1,19,-16,5,20
MLS,10/07/2022,Home,Charlotte,4,1,3,1,3,26,-1,8,20
MLS,10/07/2022,Away,Nashville SC,1,4,0,0,-3,27,0,7,19
MLS,10/07/2022,Home,Toronto FC,2,2,1,0,0,19,-10,5,19
MLS,10/07/2022,Away,San Jose Earthquakes,2,2,1,0,0,19,-8,4,18
MLS,10/07/2022,Home,FC Cincinnati,1,1,1,0,0,26,-3,7,19
MLS,10/07/2022,Away,New York Red Bulls,1,1,1,0,0,33,9,9,20
MLS,10/07/2022,Home,Orlando City,1,0,3,1,1,28,-4,8,19
MLS,10/07/2022,Away,Inter Miami,0,1,0,0,-1,22,-9,6,18
MLS,10/07/2022,Home,Chicago Fire,2,3,0,0,-1,17,-9,4,19
MLS,10/07/2022,Away,Columbus Crew,3,2,3,1,1,25,3,6,18
MLS,10/07/2022,Home,Houston Dynamo,2,2,1,0,0,22,-1,6,19
MLS,10/07/2022,Away,FC Dallas,2,2,1,0,0,28,7,7,19
MLS,10/07/2022,Home,Real Salt Lake,2,2,1,0,0,30,0,8,19
MLS,10/07/2022,Away,Colorado Rapids,2,2,1,0,0,20,-5,5,18
MLS,13/07/2022,Home,Austin FC,3,1,3,1,2,40,18,12,20
MLS,13/07/2022,Away,Houston Dynamo,1,3,0,0,-2,22,-3,6,20
MLS,14/07/2022,Home,Atlanta Utd,2,1,3,1,1,23,-2,6,19
MLS,14/07/2022,Away,Real Salt Lake,1,2,0,0,-1,30,-1,8,20
MLS,14/07/2022,Home,Chicago Fire,2,0,3,1,2,20,-7,5,20
MLS,14/07/2022,Away,Toronto FC,0,2,0,0,-2,19,-12,5,20
MLS,14/07/2022,Home,DC United,2,2,1,0,0,18,-14,5,18
MLS,14/07/2022,Away,Columbus Crew,2,2,1,0,0,26,3,6,19
MLS,14/07/2022,Home,FC Cincinnati,2,2,1,0,0,27,-3,7,20
MLS,14/07/2022,Away,Vancouver Whitecaps,2,2,1,0,0,25,-11,7,20
MLS,14/07/2022,Home,Inter Miami,1,2,0,0,-1,22,-10,6,19
MLS,14/07/2022,Away,Philadelphia Union,2,1,3,1,1,36,17,9,20
MLS,14/07/2022,Home,Minnesota United,1,1,1,0,0,28,2,8,20
MLS,14/07/2022,Away,Sporting Kansas City,1,1,1,0,0,20,-16,5,21
MLS,14/07/2022,Home,Nashville SC,1,0,3,1,1,30,1,8,20
MLS,14/07/2022,Away,Seattle Sounders,0,1,0,0,-1,26,3,8,19
MLS,14/07/2022,Home,Colorado Rapids,1,1,1,0,0,21,-5,5,19
MLS,14/07/2022,Away,Orlando City,1,1,1,0,0,29,-4,8,20
MLS,14/07/2022,Home,FC Dallas,0,1,0,0,-1,28,6,7,20
MLS,14/07/2022,Away,New York City,1,0,3,1,1,35,17,10,19
MLS,14/07/2022,Home,Los Angeles Galaxy,2,3,0,0,-1,27,3,8,19
MLS,14/07/2022,Away,San Jose Earthquakes,3,2,3,1,1,22,-7,5,19
MLS,17/07/2022,Home,CF Montreal,1,0,3,1,1,32,-1,10,20
MLS,17/07/2022,Away,Toronto FC,0,1,0,0,-1,19,-13,5,21
MLS,17/07/2022,Home,Philadelphia Union,2,1,3,1,1,39,18,10,21
MLS,17/07/2022,Away,New England Revolution,1,2,0,0,-1,25,-2,6,20
MLS,17/07/2022,Home,Chicago Fire,1,0,3,1,1,23,-6,6,21
MLS,17/07/2022,Away,Seattle Sounders,0,1,0,0,-1,26,2,8,20
MLS,17/07/2022,Home,Inter Miami,3,2,3,1,1,25,-9,7,20
MLS,17/07/2022,Away,Charlotte,2,3,0,0,-1,26,-2,8,21
MLS,17/07/2022,Home,Minnesota United,2,0,3,1,2,31,4,9,21
MLS,17/07/2022,Away,DC United,0,2,0,0,-2,18,-16,5,19
MLS,17/07/2022,Home,Colorado Rapids,2,0,3,1,2,24,-3,6,20
MLS,17/07/2022,Away,Los Angeles Galaxy,0,2,0,0,-2,27,1,8,20
MLS,17/07/2022,Home,FC Dallas,1,1,1,0,0,29,6,7,21
MLS,17/07/2022,Away,Austin FC,1,1,1,0,0,41,18,12,21
MLS,17/07/2022,Home,Atlanta Utd,1,1,1,0,0,24,-2,6,20
MLS,17/07/2022,Away,Orlando City,1,1,1,0,0,30,-4,8,21
MLS,17/07/2022,Home,New York Red Bulls,0,1,0,0,-1,33,8,9,21
MLS,17/07/2022,Away,New York City,1,0,3,1,1,38,18,11,20
MLS,18/07/2022,Home,Columbus Crew,2,0,3,1,2,29,5,7,20
MLS,18/07/2022,Away,FC Cincinnati,0,2,0,0,-2,27,-5,7,21
MLS,18/07/2022,Home,Nashville SC,1,2,0,0,-1,30,0,8,21
MLS,18/07/2022,Away,Los Angeles FC,2,1,3,1,1,42,18,13,20
MLS,18/07/2022,Home,Real Salt Lake,3,0,3,1,3,33,2,9,21
MLS,18/07/2022,Away,Sporting Kansas City,0,3,0,0,-3,20,-19,5,22
MLS,18/07/2022,Home,San Jose Earthquakes,1,2,0,0,-1,22,-8,5,20
MLS,18/07/2022,Away,Houston Dynamo,2,1,3,1,1,25,-2,7,21
MLS,18/07/2022,Home,Portland Timbers,1,1,1,0,0,27,3,6,21
MLS,18/07/2022,Away,Vancouver Whitecaps,1,1,1,0,0,26,-11,7,21
MLS,24/07/2022,Home,New York City,2,0,3,1,2,41,20,12,21
MLS,24/07/2022,Away,Inter Miami,0,2,0,0,-2,25,-11,7,21
MLS,24/07/2022,Home,Columbus Crew,0,0,1,0,0,30,5,7,21
MLS,24/07/2022,Away,New England Revolution,0,0,1,0,0,26,-2,6,21
MLS,24/07/2022,Home,FC Cincinnati,1,1,1,0,0,28,-5,7,22
MLS,24/07/2022,Away,Nashville SC,1,1,1,0,0,31,0,8,22
MLS,24/07/2022,Home,Orlando City,0,1,0,0,-1,30,-5,8,22
MLS,24/07/2022,Away,Philadelphia Union,1,0,3,1,1,42,19,11,22
MLS,24/07/2022,Home,Toronto FC,4,0,3,1,4,22,-9,6,22
MLS,24/07/2022,Away,Charlotte,0,4,0,0,-4,26,-6,8,22
MLS,24/07/2022,Home,DC United,1,2,0,0,-1,18,-17,5,20
MLS,24/07/2022,Away,CF Montreal,2,1,3,1,1,35,0,11,21
MLS,24/07/2022,Home,Houston Dynamo,1,2,0,0,-1,25,-3,7,22
MLS,24/07/2022,Away,Minnesota United,2,1,3,1,1,34,5,10,22
MLS,24/07/2022,Home,Sporting Kansas City,0,2,0,0,-2,20,-21,5,23
MLS,24/07/2022,Away,Los Angeles FC,2,0,3,1,2,45,20,14,21
MLS,24/07/2022,Home,Real Salt Lake,0,1,0,0,-1,33,1,9,22
MLS,24/07/2022,Away,FC Dallas,1,0,3,1,1,32,7,8,22
MLS,24/07/2022,Home,Seattle Sounders,2,1,3,1,1,29,3,9,21
MLS,24/07/2022,Away,Colorado Rapids,1,2,0,0,-1,24,-4,6,21
MLS,24/07/2022,Home,Vancouver Whitecaps,1,3,0,0,-2,26,-13,7,22
MLS,24/07/2022,Away,Chicago Fire,3,1,3,1,2,26,-4,7,22
MLS,24/07/2022,Home,Portland Timbers,2,1,3,1,1,30,4,7,22
MLS,24/07/2022,Away,San Jose Earthquakes,1,2,0,0,-1,22,-9,5,21
MLS,25/07/2022,Home,Austin FC,3,4,0,0,-1,41,17,12,22
MLS,25/07/2022,Away,New York Red Bulls,4,3,3,1,1,36,9,10,22
MLS,25/07/2022,Home,Los Angeles Galaxy,2,0,3,1,2,30,3,9,21
MLS,25/07/2022,Away,Atlanta Utd,0,2,0,0,-2,24,-4,6,21
MLS,30/07/2022,Home,Los Angeles FC,2,1,3,1,1,48,21,15,22
MLS,30/07/2022,Away,Seattle Sounders,1,2,0,0,-1,29,2,9,22
MLS,30/07/2022,Home,Minnesota United,4,4,1,0,0,35,5,10,23
MLS,30/07/2022,Away,Portland Timbers,4,4,1,0,0,31,4,7,23
MLS,30/07/2022,Home,Chicago Fire,0,0,1,0,0,27,-4,7,23
MLS,30/07/2022,Away,Atlanta Utd,0,0,1,0,0,25,-4,6,22
MLS,31/07/2022,Home,CF Montreal,0,0,1,0,0,36,0,11,22
MLS,31/07/2022,Away,New York City,0,0,1,0,0,42,20,12,22
MLS,31/07/2022,Home,Philadelphia Union,6,0,3,1,6,45,25,12,23
MLS,31/07/2022,Away,Houston Dynamo,0,6,0,0,-6,25,-9,7,23
MLS,31/07/2022,Home,Inter Miami,4,4,1,0,0,26,-11,7,22
MLS,31/07/2022,Away,FC Cincinnati,4,4,1,0,0,29,-5,7,23
MLS,31/07/2022,Home,Nashville SC,1,1,1,0,0,32,0,8,23
MLS,31/07/2022,Away,Vancouver Whitecaps,1,1,1,0,0,27,-13,7,23
MLS,31/07/2022,Home,New England Revolution,0,0,1,0,0,27,-2,6,22
MLS,31/07/2022,Away,Toronto FC,0,0,1,0,0,23,-9,6,23
MLS,31/07/2022,Home,Sporting Kansas City,0,2,0,0,-2,20,-23,5,24
MLS,31/07/2022,Away,Austin FC,2,0,3,1,2,44,19,13,23
MLS,31/07/2022,Home,FC Dallas,1,0,3,1,1,35,8,9,23
MLS,31/07/2022,Away,Los Angeles Galaxy,0,1,0,0,-1,30,2,9,22
MLS,31/07/2022,Home,San Jose Earthquakes,2,2,1,0,0,23,-9,5,22
MLS,31/07/2022,Away,Real Salt Lake,2,2,1,0,0,34,1,9,23
MLS,31/07/2022,Home,DC United,2,1,3,1,1,21,-16,6,21
MLS,31/07/2022,Away,Orlando City,1,2,0,0,-1,30,-6,8,23
MLS,03/08/2022,Home,New York Red Bulls,4,5,0,0,-1,36,8,10,23
MLS,03/08/2022,Away,Colorado Rapids,5,4,3,1,1,27,-3,7,22
MLS,03/08/2022,Home,Seattle Sounders,1,0,3,1,1,32,3,10,23
MLS,03/08/2022,Away,FC Dallas,0,1,0,0,-1,35,7,9,24
MLS,04/08/2022,Home,Charlotte,3,0,3,1,3,29,-3,9,23
MLS,04/08/2022,Away,DC United,0,3,0,0,-3,21,-19,6,22
MLS,04/08/2022,Home,Columbus Crew,1,2,0,0,-1,30,4,7,22
MLS,04/08/2022,Away,CF Montreal,2,1,3,1,1,39,1,12,23
MLS,04/08/2022,Home,Portland Timbers,1,1,1,0,0,32,4,7,24
MLS,04/08/2022,Away,Nashville SC,1,1,1,0,0,33,0,8,24
MLS,04/08/2022,Home,San Jose Earthquakes,0,1,0,0,-1,23,-10,5,23
MLS,04/08/2022,Away,Inter Miami,1,0,3,1,1,29,-10,8,23
MLS,06/08/2022,Home,Vancouver Whitecaps,2,1,3,1,1,30,-12,8,24
MLS,06/08/2022,Away,Houston Dynamo,1,2,0,0,-1,25,-10,7,24
MLS,06/08/2022,Home,Atlanta Utd,2,1,3,1,1,28,-3,7,23
MLS,06/08/2022,Away,Seattle Sounders,1,2,0,0,-1,32,2,10,24
MLS,07/08/2022,Home,Charlotte,2,3,0,0,-1,29,-4,9,24
MLS,07/08/2022,Away,Chicago Fire,3,2,3,1,1,30,-3,8,24
MLS,07/08/2022,Home,CF Montreal,2,2,1,0,0,40,1,12,24
MLS,07/08/2022,Away,Inter Miami,2,2,1,0,0,30,-10,8,24
MLS,07/08/2022,Home,Columbus Crew,3,2,3,1,1,33,5,8,23
MLS,07/08/2022,Away,New York City,2,3,0,0,-1,42,19,12,23
MLS,07/08/2022,Home,DC United,0,0,1,0,0,22,-19,6,23
MLS,07/08/2022,Away,New York Red Bulls,0,0,1,0,0,37,8,10,24
MLS,07/08/2022,Home,FC Cincinnati,3,1,3,1,2,32,-3,8,24
MLS,07/08/2022,Away,Philadelphia Union,1,3,0,0,-2,45,23,12,24
MLS,07/08/2022,Home,Orlando City,0,3,0,0,-3,30,-9,8,24
MLS,07/08/2022,Away,New England Revolution,3,0,3,1,3,30,1,7,23
MLS,07/08/2022,Home,Nashville SC,3,4,0,0,-1,33,-1,8,25
MLS,07/08/2022,Away,Toronto FC,4,3,3,1,1,26,-8,7,24
MLS,07/08/2022,Home,Sporting Kansas City,4,2,3,1,2,23,-21,6,25
MLS,07/08/2022,Away,Los Angeles Galaxy,2,4,0,0,-2,30,0,9,23
MLS,07/08/2022,Home,Austin FC,3,3,1,0,0,45,19,13,24
MLS,07/08/2022,Away,San Jose Earthquakes,3,3,1,0,0,24,-10,5,24
MLS,07/08/2022,Home,Colorado Rapids,4,3,3,1,1,30,-2,8,23
MLS,07/08/2022,Away,Minnesota United,3,4,0,0,-1,35,4,10,24
MLS,07/08/2022,Home,Real Salt Lake,1,4,0,0,-3,34,-2,9,24
MLS,07/08/2022,Away,Los Angeles FC,4,1,3,1,3,51,24,16,23
MLS,07/08/2022,Home,Portland Timbers,1,1,1,0,0,33,4,7,25
MLS,07/08/2022,Away,FC Dallas,1,1,1,0,0,36,7,9,25
MLS,13/08/2022,Home,New York Red Bulls,0,1,0,0,-1,37,7,10,25
MLS,13/08/2022,Away,Orlando City,1,0,3,1,1,33,-8,9,25
MLS,14/08/2022,Home,FC Cincinnati,2,2,1,0,0,33,-3,8,25
MLS,14/08/2022,Away,Atlanta Utd,2,2,1,0,0,29,-3,7,24
MLS,14/08/2022,Home,New England Revolution,1,0,3,1,1,33,2,8,24
MLS,14/08/2022,Away,DC United,0,1,0,0,-1,22,-20,6,24
MLS,14/08/2022,Home,Philadelphia Union,4,1,3,1,3,48,26,13,25
MLS,14/08/2022,Away,Chicago Fire,1,4,0,0,-3,30,-6,8,25
MLS,14/08/2022,Home,Toronto FC,3,1,3,1,2,29,-6,8,25
MLS,14/08/2022,Away,Portland Timbers,1,3,0,0,-2,33,2,7,26
MLS,14/08/2022,Home,Inter Miami,3,2,3,1,1,33,-9,9,25
MLS,14/08/2022,Away,New York City,2,3,0,0,-1,42,18,12,24
MLS,14/08/2022,Home,Austin FC,4,3,3,1,1,48,20,14,25
MLS,14/08/2022,Away,Sporting Kansas City,3,4,0,0,-1,23,-22,6,26
MLS,14/08/2022,Home,Colorado Rapids,1,1,1,0,0,31,-2,8,24
MLS,14/08/2022,Away,Columbus Crew,1,1,1,0,0,34,5,8,24
MLS,14/08/2022,Home,FC Dallas,4,1,3,1,3,39,10,10,26
MLS,14/08/2022,Away,San Jose Earthquakes,1,4,0,0,-3,24,-13,5,25
MLS,14/08/2022,Home,Houston Dynamo,2,3,0,0,-1,25,-11,7,25
MLS,14/08/2022,Away,CF Montreal,3,2,3,1,1,43,2,13,25
MLS,14/08/2022,Home,Los Angeles Galaxy,5,2,3,1,3,33,3,10,24
MLS,14/08/2022,Away,Vancouver Whitecaps,2,5,0,0,-3,30,-15,8,25
MLS,14/08/2022,Home,Los Angeles FC,5,0,3,1,5,54,29,17,24
MLS,14/08/2022,Away,Charlotte,0,5,0,0,-5,29,-9,9,25
MLS,15/08/2022,Home,Nashville SC,1,2,0,0,-1,33,-2,8,26
MLS,15/08/2022,Away,Minnesota United,2,1,3,1,1,38,5,11,25
MLS,15/08/2022,Home,Seattle Sounders,1,2,0,0,-1,32,1,10,25
MLS,15/08/2022,Away,Real Salt Lake,2,1,3,1,1,37,-1,10,25
MLS,17/08/2022,Home,Los Angeles FC,1,0,3,1,1,57,30,18,25
MLS,17/08/2022,Away,DC United,0,1,0,0,-1,22,-21,6,25
MLS,18/08/2022,Home,Atlanta Utd,1,2,0,0,-1,29,-4,7,25
MLS,18/08/2022,Away,New York Red Bulls,2,1,3,1,1,40,8,11,26
MLS,18/08/2022,Home,Toronto FC,2,2,1,0,0,30,-6,8,26
MLS,18/08/2022,Away,New England Revolution,2,2,1,0,0,34,2,8,25
MLS,18/08/2022,Home,New York City,1,3,0,0,-2,42,16,12,25
MLS,18/08/2022,Away,Charlotte,3,1,3,1,2,32,-7,10,26
MLS,18/08/2022,Home,FC Dallas,1,0,3,1,1,42,11,11,27
MLS,18/08/2022,Away,Philadelphia Union,0,1,0,0,-1,48,25,13,26
MLS,18/08/2022,Home,Vancouver Whitecaps,2,1,3,1,1,33,-14,9,26
MLS,18/08/2022,Away,Colorado Rapids,1,2,0,0,-1,31,-3,8,25
